2	1	0,816666666667	4	1	0,8	6	1	0,85	8	1	0,766666666667	10	1	0,8	12	1	0,8	14	1	0,683333333333	16	1	0,733333333333	18	1	0,783333333333	20	1	0,783333333333
2	3	0,816666666667	4	3	0,816666666667	6	3	0,783333333333	8	3	0,8	10	3	0,8	12	3	0,766666666667	14	3	0,733333333333	16	3	0,733333333333	18	3	0,783333333333	20	3	0,733333333333
2	5	0,766666666667	4	5	0,766666666667	6	5	0,766666666667	8	5	0,716666666667	10	5	0,716666666667	12	5	0,766666666667	14	5	0,7	16	5	0,733333333333	18	5	0,783333333333	20	5	0,733333333333
2	7	0,666666666667	4	7	0,633333333333	6	7	0,633333333333	8	7	0,633333333333	10	7	0,716666666667	12	7	0,666666666667	14	7	0,683333333333	16	7	0,683333333333	18	7	0,65	20	7	0,65
2	9	0,65	4	9	0,65	6	9	0,65	8	9	0,7	10	9	0,65	12	9	0,65	14	9	0,7	16	9	0,7	18	9	0,7	20	9	0,7
2	11	0,65	4	11	0,65	6	11	0,65	8	11	0,7	10	11	0,7	12	11	0,65	14	11	0,65	16	11	0,65	18	11	0,7	20	11	0,65
2	13	0,75	4	13	0,7	6	13	0,7	8	13	0,7	10	13	0,75	12	13	0,7	14	13	0,75	16	13	0,7	18	13	0,7	20	13	0,7
2	15	0,733333333333	4	15	0,783333333333	6	15	0,783333333333	8	15	0,733333333333	10	15	0,783333333333	12	15	0,733333333333	14	15	0,733333333333	16	15	0,783333333333	18	15	0,783333333333	20	15	0,733333333333
2	17	0,783333333333	4	17	0,733333333333	6	17	0,783333333333	8	17	0,783333333333	10	17	0,733333333333	12	17	0,733333333333	14	17	0,783333333333	16	17	0,733333333333	18	17	0,783333333333	20	17	0,733333333333
2	19	0,783333333333	4	19	0,783333333333	6	19	0,783333333333	8	19	0,783333333333	10	19	0,783333333333	12	19	0,783333333333	14	19	0,783333333333	16	19	0,733333333333	18	19	0,783333333333	20	19	0,783333333333
